offensive,text
0,שאלה מתמטית סטטיסטית
0,"m הוא לא משתנה, הוא רק פרמטר ואתה לא מבצע עליו אינדוקציה. היחיד שמשתנה כאן זה n. "
0,"m הוא לא משתנה, הוא רק פרמטר ואתה לא מבצע עליו אינדוקציה. היחיד שמשתנה כאן זה n."
0,הטעות שלי היתה אלגברית . 
0,ההסבר שלך מובן ובזכותו זיהיתי.
0,פונקציה עם שני משתנים
0, לדעתח השחקן הזר הטוב ביותר בכל הזמנים ששיחק בישראל הוא x
0,לדעתח השחקן הזר הטוב ביותר בכל הזמנים ששיחק בישראל הוא x
0,רציתי לכתוב לדעתי
1,דיון| סקס זה אוברייטד
1,סקס זה אוברייטד
0,מה הטעם
0,ארתור זאת התוכנית הכי אוברייטד בעולם
1,סקס והעיר הגדולה
0,האם רשתות חברתיות זה אוברייטד?
1,"צודק, צריך לעשות רק אהבה במיטה לא סקס בלי רגשות (:"
0,אין כזה דבר אהבה סתם הורמונים טיפשיים
0,יש דבר כזה אהבה פשוט אומלל כמוך בחיים לא מצא
0,אני אומלל כי החיים מדכאים והתקופה הנוכחית של העולם לא מתאימה לי בעליל אל תנסה להפוך אותי לחולה נפש למרות שאני לא
1,"לא הפכתי אותך לחולה נפש, הפכתי אותך לבן אדם אומלל, מדוכא וחלש שלא מוכן לעשות כלום ולהתמרמר בכספ על זה שסקס זה אוברייטד ואהבה לא קיימת"
0,כשיש פיתויים אף אישה לא נשארת נאמנה תשקר את עצמך כמה שבא לך ה אינסטגרם הטיק טוק וכל השיט הזה מוכיח אחרת.
0,מי אמר שאני רוצה אישה שיש לה אינסטגרם וטיקטוק?
1,"חחחחח בתול מספר לנו, תודה על ה input שלך, הוא חשוב לנו מאוד"
0,אתה זה שאוהב לזרוע מלח על הפצועים
0,"כזה אני, אוהב להגיד בפנים את האמת כי שום דבר אחר לא עוזר לו"
1,מעדיף להיות בתול מאשר לשכב עם סתם זונה זה מגעיל
1,למה שתשכב עם זונה? אתה עד כדי כך נואש?
1,בגלל שאתה בן אדם רע ולא רגיש בעליל פגעת בי מאוד
0,אם הייתי רגיש איתך אתה לא היית מתקדם לשום מקום
0,מאיפה לך?
0,אתה באמת דפוק...
0,"אומר לך שלא אני הבעיה פה בכלל, זה העולם דפוק"
0,ואללה? תוכיח לי בבקשה.
1,מי אמר לך לשכב עם זונה? זה שאתה לא מצליח למצוא אף אחת לא אומר שאתה צריך להשליך עליינו את זה שאתה בתול ממורמר שלא מקבל סקס
0,חחחח בדיוק
0,פעם היית מוצא מישהי חי איתה באיזה כפר וזהו היום כשיש לנשים כל כך הרבה כמויות של פיתויים הפרצוף האמיתי שלהן נחשף ואף אחת לא נאמנה באמת.
0,"מסכים איתך שהסביבה שבה אנחנו נמצאים היא לא הכי טובה שיש, אבל תמיד יש את היוצאי דופן ואם אתה לא תתמקד בפיתוח של עצמך גם את היוצאות דופן אתה לא תכיר ותמשיך לחיות במירמור"
0,נכון גולדה זה אוברייטד?
1,הגעתי למסקנה שבנים יותר רוצים סקס ובנות יותר רוצות רומנטיקה
1,הפורום הזה זה כמו סקס עם ערביות
1,סקס זה סתם נחמד
0, לדעתי הכדורגלן הטוב ביותר בעולם כיום הוא x
0,לדעתי הכדורגלן הטוב ביותר בעולם כיום הוא x
0,"תגיד את זה לקב""ן מאמין שתקבל מה שאתה רוצה"
1,לא יודע אני מעדיף לראות ציצי בטיקטוק...
0,code for food
0,ראיתי טיקטוק ברחתי
0, לדעתי הכדורגלן הטוב שהיה בעולם בכל הזמנים הוא x
0,עזרה| נסיעה לבד בפעם הראשונה
0,נסיעה לבד בפעם הראשונה
0,איך נוסעים לבד בפעם הראשונה? 
0,מתי נסעתם לבד למרחק יחסית גדול בפעם הראשונה?
0,אני יודע לנהוג זה פשוט הקטע שיש לי סוג של פחד בפנים שאני אצא מריכוז לשנייה באמצע כביש מהיר בתל אביב ואיזה מישהו יתרסק עליי
0,נסיעה באופנוע על השוליים בפקק
0,האם אני יכול להוציא טופס ירוק בפעם השניה?
0,מהירות נסיעה
0,"אין לך מה לדאוג, אתה יודע לנהוג פשוט אל תחשוב על זה ותהנה מהדרך."
0,מפקח קטגוריית תכנות ובניית אתרים
0,איך? בגדול כמו שנוסעים עם ההורים.
0,זה בהחלט יכול להלחיץ פעם ראשונה אבל הלחץ יורד אחרי כמה דקות. פשוט לנסוע לאט ובזהירות.
0,בני ביטון
0,שם פרטי בני
0,"קודם כל צריך לצבור ניסיון בהדרגה להכיר את מסלולי הכביש, תנאי מזג האוויר וכו. צריך לתכנן יציאה והגעה ליעד עם תחנות ביניים בין לבין לעצירה להתרעננות."
0,סע בימין בקצב התנועה ותן לאחרים לראות אותך תסתכל במראות ללמוד צמתים מחלפים סיבובים
0,נסעתי לחיפה הלוך חזור (מת''א)
0,ואז הפחד נעלם.
0,עם פחד לא עולים על הכביש נקודה.אתה צריך להיות עם ביטחון עצמי.
0,"נסיעה בנת""צ בשבת"
0,בעת נסיעה לאחור
0,"לגבי נסיעה ""ארוכה"" בלילה"
0,חתונה ושתיה יום לפני נסיעה
0, לדעתי מאמן הכדורסל הישראלי הטוב שיש כיום הוא x
0,עזרה| מחפש לקנות דברים במייפל רויאלס
0,מחפש לקנות דברים במייפל רויאלס
0,כי יש פה כמה כאלה אז תחסכו
0,קונה מסוס במייפל רויאלס
0,דרך לעקוף באן במייפל רויאלס
0,מוכר מסוס / חפצים בmapleroyals / מייפל רויאלס
0,מחפש לקנות מסוס במייפל רוייאלס
0, לדעתי המאמן הישראלי הטוב שהיה לנו בכל הזמנים הוא x
0, הטניסאי הטוב שהיה לישראל בכל הזמנים הוא x
0,השלימו 
0,המטוס שהוציא אותי לראשונה מחוץ לישראל הוא היה מחברת x
0,מכבי תל אביב כדורסל
0,פרסום| הגנתי ומנוסה: עוזר המאמן החדש של קטש
0,הגנתי ומנוסה: עוזר המאמן החדש של קטש
0,"הגנתי ומנוסה: עוזר המאמן החדש של קטשההמתנה לאיש המתאים, הקפיצה על ההזדמנות ותרומת בלאט. ברוקאל מגיע למכבי"
0,תחנת מילאנו: נקודת המפנה של עודד קטש?
0,עתידו של קטש
0,עודד קטש צפוי להתמנות כמאמן מכבי תל אביב
0,קטש יסכים? מכבי רוצה את מיליצ'יץ' כעוזר
0,פרסום| ערוץ חדש שלי למעריצי מארוול וכו'
0,ערוץ חדש שלי למעריצי מארוול וכו'
0,"מנהל פורום סדרות חו""ל"
0,היי שלום לכולם 
0,מפרסם קישור לערוץ שלי לסרטון החדש (והראשון!!!) שהעליתי
0,מוזמנים להירשם ולתת בלייק 
0,צפייה מהנה 
0,אם הייתם צריכים לבחור סרט אחד של מארוול שיחזור לקולנוע לשבוע
0,קח דוגמא לסירטון של סטרימר:
0,דבר סינית הכי טוב
0,דיון| בעיני פורומים זה 'פאסה' בגלל שלא ידעו לנהל אותם.
0,בעיני פורומים זה 'פאסה' בגלל שלא ידעו לנהל אותם.
0,מקימיה של המדינה ידעו שקיבוץ גלויות הוא רעיון כושל
0,"הודעה חשובה: חברי הקבינט הסכימו את לפיד, גנץ ובנט לנהל הסלמה אפשרית בצפון"
0,למה יהודי חילוני אתאיסט נחשב כיהודי בעיני הרבנים
0,"אסיר בטחוני אנס חיילת - המפקדים ידעו, ושתקו!"
0,גם פייסבוקק ואחרים הם סוג של פורום
0,"תע""ה בע""ה"
0, פורסם במקור על ידי קופת גמל
0, פורסם במקור על ידי המעצב של העולם
0,פורומים התרוקנו כי שיטת הקבוצות של רשתות חברתיות יצאה מקצועית יותר.
0,שם פרטי יקיר
0,הפורום צריך מנהיג מינימום כמו ביבי נתניהו.
0, פורסם במקור על ידי viscera
0,"אחרי שליבסקינד פתאום הפך לשמאלני בעיני הימין, עכשיו גם התור של יאיר שרקי"
0,אמסלם:לא הייתי נותן ללפיד לנהל מחלקת ירקות. מה הייתם נותנים לאמסלם לנהל?
0,"עחים, אתם קולטים שיאיר לפיד הולך לנהל את ישראל לפחות חצי שנה"
0,מי הכי ראוי לנהל את כלכלת ישראל?
0,"פרסום| מכבי ת""א חתמה על שיתוף פעולה עם הוד השרון"
0,"מכבי ת""א חתמה על שיתוף פעולה עם הוד השרון"
0,"במסגרת ההסכם בין המועדונים, ילוו אנשי המקצוע מתל אביב בהשתלמויות מקצועיות ואימונים משותפים, שחקנים צעירים יוכלו להתקדם וישודרג כדורסל הנשים"
0, לדעתי הטניסאית הטובה ביותר שהיתה בישראל היא x
0,הפעם האחרונה שהיתה אצלי הפסקת חשמל היתה לפני x שניות/דקות/שעות/ימים/שבועות/
0,איצטדיון הכדורסל בישראל האהוב עלי ביותר הוא
0,פרסום| דף חדש שלי בפייסבוק
0,דף חדש שלי בפייסבוק
0,היי שלול לכולם
0,מפרסם דף חדש שלי בפייסבוק
0,מוזמנים להירשם 
0,רילס בפייסבוק
0,יש לכם דפים מעניינים בפייסבוק? אשמח שתמליצו לי
0,מדוע לא רואים את העוקבים שלי בפייסבוק?
0, לדעתי הטניסאי הטוב שהיה בעולם הוא x
0, לדעתי הטניסאית הטובה בכל הזמנים שהיתה בעולם היא x
0,וואווי חוזרת לשוק הגלובלי? ארה״ב מסירה את החרם בצורה מדודה
0,"פרסום| דף שלי באינסטגרם, מוזמנים לעקוב :)"
0,"דף שלי באינסטגרם, מוזמנים לעקוב :)"
0,היי שלום לכולם
0,מפרסם דף שלי באינסטגרם לכל מעריצי מארוול וכו'
0,בדף זה יהיו פוסטים ודברים שקשורים בין היתר למארוול ולדברים גיקים נוספים 
0,"מוזמנים לעקוב, יעזור לי מאוד "
0,להחליף כתובת דואר באינסטגרם
0,לעקוב אחרי פרופיל פרטי
0,המצלמה באינסטגרם
0,למה אני מאבד עוקבים באינסטגרם אם אף אחד לא מפסיק לעקוב אחרי?
0,אנדרואיד – כללי
0,"לא יודע אם שמתם לב,אבל סמסונג מלמדת את גוגל ופיקסל איך עושים מכשיר אנדרואיד"
0,גוגל רוצה להפוך לאפל
0,כי ראיתי שניתן להסיר את גוגל ולהישאר עם החנות {כנראה}
0,מה האינטרס להוריד את גוגל אם התקנת את ה play service? כל המידע שנאסף עליך מגוגל נאסף על ידי ה play service ככה שלא יוצא לך מזה יותר מדיי
0,גם כי זה מיותר בטלפון וגם כי כאשר מחליקים ימינה מקבלים מסך של גוגל. זה לא מעלים אותו אם מסירים את יישומון גוגל?
0,"רשימת החברות ש""גוגל"" סוחרת איתן במידע"
0,למה אני לא מצליח לעדכן את היישומון הזה של גוגל? הוא ממשיך להופיע ברשימהתמיד
0,פרסום| היי לכולם מפרסם עמוד שלי בטיק טוק לכל מיני סרטונים מצחיקים בין היתר
0,היי לכולם מפרסם עמוד שלי בטיק טוק לכל מיני סרטונים מצחיקים בין היתר
0,מוזמנים לעקוב 
0,כל התכנים בטיק טוק של ערבים ...
0,להתחבר לטיק טוק ממחשב נייח
0,איך מתפרסמים ומשיגים קהל? פתחתי עמוד שעוסק במדע
0,עזרה| אנשים שעברו קורס מנהל רשת לא מזמן
0,אנשים שעברו קורס מנהל רשת לא מזמן
0,היי אני בתהליך לעבור לקורס מנהל רשת מקורס טכנאי מרום.
0,אשמח להתייעץ בנוגע לקורס מנהל רשת בפרטי מי שיכול
0,קורס מדריכי קרב מגע
0,מבחן בר אור קורס קצינים עורפי -ריצה
0,"אני כרגע מלש""ב שמחפש קורס סייבר שיכין ליחידות הטכנולוגיות ?"
0,תפקיד מחשוב בלי קורס
0,שם פרטי יניב
0,מוזמן לשאול כאן על מנת שאנשים שיחפשו בעתיד יהיה להם גם תשובות
0,בגדול השאלה שלי זה מה השיבוצים למנהלי רשת וכמה נדיר הם השיבוצים לממרם וכדומה.
0,אם יש לך פרופיל נמוך אז יש סיכוי טוב
0,וציונים טובים בקורס
0,"אפשר להגיע למצו""ב דרך קורס תוכניתנים בבסמ""ח?"
0,"מהם השיבוצים האפשריים אחרי קורס תכנות בבסמ""ח?"
0,תומך תמר אורך קורס
0,איזה רובאי זה קמן? כי הוא גם עושה קורס קצינים במגמה של לוחמים...
0,צפייה משותפת| החברות הכי טובות כבר לא טובות?
0,צפייה משותפת|
0,החברות הכי טובות כבר לא טובות?
0,שם פרטי אלכס
0,"גולשים יקרים,"
0,"ברוכים הבאים לאשכול הצפייה המשותפת במשדר של התוכנית ""האח הגדול"""
0,אשכול צפייה משותפת -החברות הכי טובות כבר לא טובות?
0,מה גרם לפיצוץ בין דיאן לבר בעקבות משימת הילדות ?
0,וגם מי יצטרפו אל בר ואופק לרשימת ההדחה ? 
0,ומה קרה בין אילנה לדניאל שהוביל לפרידה?
0,"באשכול זה כפי שהבנתם תתקיים צפייה משותפת - כלל הגולשים מוזמנים לדון בלייב על הפרק שמשודר, לשאול שאלות שאינן מובנות או סתם לשתף את תחושותיכם לגבי הפרק. כי בסופו של דבר הכי כיף לצפות בפרקים ביחד!"
0,שימו לב שכלל חוקי האתר תקפים לאשכול זה ויש לשמור עליהם.
0,יש לשים לב כי ייתכן ויפורסמו באשכול זה ספויילרים בעקבות הצפייה בפרק.
0,תאריך שידור
0,שעת שידור
0,מה אתם חושבים על החברות של עומר ותמיר?
0,למה שחף משחק בשרין???
0,"איזה קטע שמראים את דניאל ככה נחמד לאילנה עכשיו, בידיעה שעוד באותו הפרק הם לא יהיו ביחד😏"
0,כשף הטחינה האחרון
1,שתיהן ביצ'יות
0,"אבל דיאן באמת יצאה דפוקה שלא נתנה לה מסר מהבית, כל היום של המשימה היא בכתה"
0,מביאה למרינה מכתב מפאקינג בת זוג זמנית
0,היא עשתה בכוונה
0,"גם אם זה נכון, זו תכונה מציקה בעיניי אצלה"
0,לא ראיתי בפרק משהו שמרמז על זה
0,פשוט קרב בנות הם תמיד מתנגחות וכאילו חברות כי הן הכי מושכות בבית כביכול עכשו כבר לא כי נכנסו חדשות אבל זה ככה הרבה במציאות אני רואה גם אגו נשי
0,נתנאל סובל ממצוקה נפשית קשה
0,שם פרטי משה
0,אי אפשר לשמוע אותה יותר
0,מה ראית שאני לא ראיתי?🤔
0,דיאן מסובבת אותו
0,"שליטה קשה מצדה של דיאן, זה כבר קשה לראות את זה."
0,אה זה כן
0, הספורטאי הישראלי הטוב ביותר שהיה לנו עד היום לדעתי הוא x
0,מועמדים להדחה| ההדחה השישית יוצאת לדרך- ואלו הם המועמדים (יעודכן בחמישי)
0,מועמדים להדחה|
0,ההדחה השישית יוצאת לדרך- ואלו הם המועמדים (יעודכן בחמישי)
0,שלום לכם גולשים יקרים וברוכים הבאים לאשכול ההימורים על המודח הבא!
0,הנהלת פורום האח הגדול יוצאת באתגר קבוע עד סוף העונה של הימורים על המודח הבא.
0,בכל פרק הדחה יפורסם אשכול עם רשימת ההדחה. האשכול יהיה נעוץ ויינעל בתחילת הפרק.
0,כל משתמש רשאי לבחור ולהגיב שם אחד מהרשימה עליו הוא מהמר שיודח בפרק ההדחה.
0,מי לדעתכם יודח ביום שבת הקרוב?
0,אלו המועמדים להדחה השבוע :
0,"בר, אופק, דיאן, נתנאל, דנה , לירן , שחף "
0,שימו ♥ -
0,בהצלחה לכולם
0,ההדחה המשולשת של העונה
0,מה קרה רגע אחרי ההדחה של דינה
0,זו הפעם הראשונה שהמודחת הטריה נכנסה לרשימת ההדחה?
0,ההדחה העשירית של העונה
0,פתוח מוזמנים לנחש
0,האם ההפקה תכניס דיירים חדשים רק כדי להעיף אותם על ההדחה הראשונה?🤔
0,"דנה לא סביר כי עכשיו היא מייצרת מתח בין דניאל ואילנה, יש פה תוכן שווה שיווק."
0,לירן עם הפה שלה בלי עין הרע מסוגלת לפתוח על אנשים ולספק ריבים ובו בזמן להיות אנושית ולתת לקהל בחוץ דמות להזדהות איתה.
0,אז אני אוותר על להמר על אחד מהדיירים החדשים.
0,אם ככה נותרתי עם בר אופק שחף דיאן ונתנאל.
0,מפה השנואים הברורים בחוץ הם דיאן ונתנאל. אנשים נוטים לתת חסד לנתנאל שיש לו בפנים לב טוב והם סקרנים לראות איך הוא יהיה בלי דיאן. לכן מבין הזוג דיאן שנואה יותר.
0,"נוווווו כבר מה אתה חופר? מה ביקשתי, שתגיד שם? שם של מי שאתה חושב שיודח. אתם עשויים לחשוב, אז אני מהמר"
0,שם פרטי אופק
0,בעקבות החלטת ההפקה-ההדחה נדחית למחר
0,"אני תוהה לעצמי אם בעקבות המקרה הזה, האם הסיכויים של נתנאל להיות המודח הבא זינקו ועקפו את דיאן שאני הימרתי עליה🤔"
0,שם פרטי ליעוז
0,לבר ונתנאל ושחף הכי מגיע לצאת בגלל מה שהם עשו
0,עוד לפני זה היה ההימור שלי
0,אני גאון שמהמר ללא כסף
0,אם זה יתממש אז מבחינתי אתה נביא👀😂
0,חברים אין לפתוח פה דיון מיותר !! זה משחק לא דיון
0,"קיבלתי, יופסק."
0,נתנאל (אינשאללה)
0,מה? אז אין היום הדחה? -_-
0,ההדחה הכפולה השניה ממשיכה
0,ההדחה הכפולה הראשונה של העונה
0,ההדחה הכפולה של העונה
0,שבוע ההדחות יוצא לדרך
0, הספורטאית הטובה שהיתה בישראל בכל הזמנים לדעתי היא x
0,מוטוריקה ורכב
0,רוצו לתדלק: מחיר הדלק צפוי לזנק בחמישי
0,המתינו עם התדלוק: מחיר הדלק צפוי לרדת השבוע
0,שם פרטי k
0,כע היה בחדשות
0,הייתי חייב לתדלק היום :///
0,משתמש מומחה בפורום רשתות ואינטרנט
0,הגיע הזמןן
0,ותשלימו שבוע הבא למלא
0,אבל איך זה??? לפיד ראש הממשלה
0,אל תמלא מלא...
1,"סעמק יש לי נסיעה ארוכה ביום ראשון, חייב מלא."
0,זה יכאב חחח
0,"סתם גניבת דעת ואחיזת עיניים לפני הבחירות, אתם לא לומדים אה?"
0,"הדלק יורד, החשמל עולה בהתאמה."
0,"ר.י.פ, מאוחר מדי"
0,אני כבר על רבע מיכל
0,סע על אקו יומיים
0,מחיר הדלק אמור לרדת?
0,ממחר בחצות: הדלק מתייקר
0,דיון| מהי חשיבת יחד והאם זה מאוד נפוץ?
0,מהי חשיבת יחד והאם זה מאוד נפוץ?
0,מי הפך טבעוניי כדי לאכול בשר וחלב יחד?
0,מהי מוזיקה מנחמת?
0,אחרי מקלחת. אתם מעלים מכנסיים ותחתונים יחד או בנפרד כל אחד לחוד?
0,מהי כפייה שמאלנית?
0,גאדג'טים ואביזרים
0,פרסום| קופסת אחסון לאבטיח
1,עברת מהפרפר שבפורנו לפרפר שבמכון?
0,תודה סבתא. 
0,"לדעתי אתה מגזים עם התמונות, כבר מוציא אותך נרקיסיסט"
0,יש מצב אחי. 
0,מה זה פורנו? 
0,איך אני מזייף חיוך ומדבר עם אנשים במלצרות
0,למה נועה קירל עושב חיוך עקום?
0,"עלל מה מתבססים במשפט ""תן חיוך הכל לטובה""?"
0,תנו חיוך חברים. הכל לטובה.
0,בעיה| חתכתי בכביש דו סתרי קו הפרדה רצוף ותפסו אותי
0,חתכתי בכביש דו סתרי קו הפרדה רצוף ותפסו אותי
0,אפשר למחוק
0,איך להיות יותר עירנית בכביש?
0,סטייה בכביש
0,כל מה שאי פעם רציתם נמצא בצדו השני של הפחד
0,תשאל את העורך דין שלך אם אתה לא מבין. אני גם לא מבין מה זה לעזאזל וחקרתי בכל האינטרנט.
0,אם אתה לבסוף יודע אשמח שתגיד מה קיבלת במשפט
0,יוני ツ
0,אשכרה מה הסיכויים שזאת תהיה ניידת
0,אבל תחשוב אם זה היה סתם בן אדם שלא כזה עירני הייתה יכולה להיות תאונה
0,"ותראה לא שמים בכביש סתם פס רצוף שלא תעקוף, זה בדרך כלל במקומות שאין שדה ראייה ואז זה מסוכן לעקוף"
0,היית פשוט צופר לקיה לנסוע יותר מהר
0,ומה זה איטי? אם הרכב נסע ממש לאט בכביש בינעירוני אז הוא צריך לרדת לשוליים
0,עד מתי תמרורי מהירות תקפים בכביש?
0,איך תגיבו אם נהג מולכם בכביש מהיר היה בולם עד הסוף ?
0,מרחק בטוח מרכב בעת החלפת נתיב בכביש בינעירוני
0,שאלה| פולינום טיילור
0,פולינום טיילור
0,בא' הגיוני שיצא לי שהפולינום הוא פשוט 0?
0,פולינום טיילור בשתי משתנים
0,פולינום טיילור של פונקציה סתומה
0,"איך ללמוד מאפס (לבד) טורי טיילור, פולינום טיילור ושארית לגרנז'?"
0,פולינום טיילור בסביבת כל x0 של פולינום הוא הפולינום עצמו לא? (פשוט כתוב אחרת) 
0,מה ההבדל בין פולינום טיילור לטור טיילור? שפולינום סופי?
0,פענוח הערות של הבודק בשאלה על פולינום טיילור
0,פולינום טיילור ופולינום מקלורן
0,שאלה| הגדרת ראוטר פרטי
0,הגדרת ראוטר פרטי
0,מישהו יודע איך אני יכול להגדיר ראוטר פרטי למתאם סיב של סלקום?
0,איזה ראוטר מקבלים עם הוט גיימרז?
0,לנקבות במטרה לעשות יורשים .
0,אשכול דיון על חוק האזרחות (לתוך הלילה)
0,וואלה עחי אני גוסס מצחוק.
0,הבדיחה היא שראש העיר חולדאי אמר: 'אנחנו פועלים במטרה להפסיק את עשיית היורשים של הזכרים '
0,לא עחי עתה לא מבין אם נתחיל לצוד אותן אז הן יתרבו יותר ותהיה אוכלוסיה גדולה יותר
0,קודם חזירים עכשיו תרנגול
0,"זה בגלל השיח הנשי הדומיננטי שיש עכשיו, הן מזינות את הכלבים שלהן אז יש להן יותר אמפטיה לחיות מבני אדם"
0,מעדיפות שחזירי בר יתקפו אנשים ויעשו טרור בשכונות במקום לצוד אותם
0,בנושא חזירי הבר בחיפה אתה צודק.
0,רק הנשים מאכילות את החזירים בעיר 
0,שיביאו כמה כלבים יטפלו להם בבעיה
0,ראש העיר מאיים על תושבי השכונה שסובלים 
0,"שיביאו כמה כלבים לשם בלילה יטפלו להם בבעיה, המשטרה לא תפתח בחקירה."
0,פחות מעניין מהמלחמה על השווארמה 
0,פגישת הלילה בין עבאס לשקד על חוק האזרחות הסתימה ללא תוצאה .
0,"השר טרופר על תקיפות צה""ל ברצועת עזה הלילה"
0,"שאלה| בהערכה, מתי יהיה שיפור ניכר נוסף בגרפיקה?"
0,"בהערכה, מתי יהיה שיפור ניכר נוסף בגרפיקה?"
0,"השבח לאל, סוף סוף קצת חידוש בגרפיקה, קצת להרוות את הנוירונים שהתרגלו להכל"
0,משחק כמו סרט בשביל שיפור האנגלית
0,איך אתה יודע?
0,זה לא כזה ניכר לדעתי....
0,"כמובן, זה למה אני שואל מתי תהיה עוד קפיצה גדולה"
0,לא תהיה עוד אחת
0,אני בדיכאון.
0,עד - שאותה יכולת תגיע לקונסולות.
0,ואז... לפלאפונים.
0,ואז...זהו. תמה מלחמת הפלטפורמות. 
0,והחידושים היחידים בגיימינג יהיו רק בגיוון והתרחבות המשחקיות.
0,ואז...אותה יכולת תגיע לקונסולות.
0,ואז... בפלאפונים.
0,ואז...זהו. תמה מלחמת הפלטפורמות.
0,"הקטע שזה לא יקרה. ככל שהמחשבים נהיים חזקים יותר, המשחקים ידרשו מפרט חזק יותר. תמיד יהיה לך את היחס בין הכוח של המחשב לדרישה של המשחק."
0,"לא נכון, כבר עכשיו דיי מקסמנו את הגרפיקה, אז רק נותר לחזק את המפרטים"
0,"משחקים תמיד ימשיכו לדרוש יותר, ככל שהטכנולוגיה משתפרת והמשחקים נראה טוב יותר (בהתקדמות איטית)."
0,פרסום| רוסיה נוסגת / מפחיתה את ההתקפות מקייב צפונה
0,רוסיה נוסגת / מפחיתה את ההתקפות מקייב צפונה
0,רוסיה תפחית את ההתקפות מאיזור קייב צפונה (צ'רניב זה על הגבול הבלארוסי).
0,רוסיה אומרת שעבור הדיפלומטיה. אוקראינה אומרת בשביל להתארגן מחדש.
0,מה שכן רוסיה ספגה אבדות / שטחים שוחררו על ידי האוקראינים בימים האחרונים באיזור. מצב הרוסים שם לא משהו.
0,רוסיה מסיגה כוחות מקייב ושולחת אותם למזרח
0,לעתים אני עצוב שאנחנו לא מעצמה עולמית כמו רוסיה או סין
0,סייבר סטייט רשת האקרים מסין-רוסיה-ערבים ועוד פורצים לאינסטוש ודורשים
0,"""אבל עחי זה חלק מהתכנית"""
0,אתה באמת שם לב לתגובות של אנשים פה? עד עכשיו לא פגשתי בן אדם נורמטיבי אחד שלא תומך באוקראינה. מה אתה מצפה מאנשים שמבלים את רוב זמנם במרתפים?
0,אם תגובות כאלה מבדרות אותך לך אנשים שם מזריקים copium.
0,"copium כבר לא יספיק לרוסים אחרי המבוכה הלאומית הזאת, הם יצטרכו עוד קרוקודיל "
0,קינג נפטלי בנט שוחח היום עם הדיקטטור של רוסיה פוטין
0,רוסיה נגד סין
0,מורה במזרח רוסיה קיבלה את תלמידי כיתה א' בריקודי בטן
0,פרסום| אנשים יקרים העלתי סרטון תראו קצת אהבה
0,אנשים יקרים העלתי סרטון תראו קצת אהבה
0,שם פרטי tuna man jones
0,חברים פירסמתי סרטון מדהים בואו תראו קצת אהבה
0,ראוטר פרטי עם סיב של פרטנר
0,סיב אופטי פרטנר
0,יכול לומר לי איך הראוטר הזה?
0,הראוטר עצמו טוב. על הטכניקולור יש תלונות בעיקר על האלחוטי שדווקא אמור להיות נקודת מכירה חזקה. מה עדיף? לדעתי בכלל לוותר על הציוד שמסופק ולהביא מתאם סיב+ראוטר באופן פרטי
0, פורסם במקור על ידי guybenza
0,"תלוי במיקום הראוטר כרגע, במבנה הבית ובכמות הקירות\מכשולים שיש בין הראוטר לנקודות קצה בחדרים איפה שבדר""כ הקליטה יותר גרועה."
0,יכול להסביר לי איזה ראוטר עדיף? ואם פרטנר אמורים לספק לי מתאם (מודם)?
0,עדיף מבחינת מה..?
0,זה יפתור אותך מהצורך להשכיר מהם ציוד מלבד הממיר אם אתה בטריפל. גם אם תעבור חברה את הממיר מדיה אתה שומר הוא יכול לשמש אותך בחברה אחרת
0,"יש מאשים מיוחדים שמכילים את הרכיב מודם שיאפשר חיבור לאינטרנט אבל לא מכיר כאלה בארץ רק קנייה מחו""ל והם יקרים יותר. ככלל, מאש לא תחליף לראוטר"
0,וזה תלוי - מה התקציב? כמה מכשירים מחוברים כדרך קבע? פחות או יותר מה גודל הבית (שננסה לתת כיסוי אלחוטי כמה שיותר טוב)?
0,"המאש פתרון לתת כיסוי אלחוטי בכמה נקודות בבית ומבלי הצורך לקפוץ בין רשתות כלומר הוא מנהל את הקפיצה בין ""סלון"" ל-""חדר ילדים"" לבד, כדוגמא.."
0,"ראוטר במקום מאש ייתן אותו דבר רק צריך לקנפג אותו מעט, לעומת המאש שההתקנה שלו כמו תוספת - יחסית פשוטה גם ללקוח בלי הרבה ידע טכני"
0,אני חושב שלהורים ראש יותר שקט זה ציוד של הספקית תקשורת.
0,לפני שאתה שוקל ציוד פרטי אתם משתמשים בטלפון ביתי ?
0,כי אם כן אתה חייב להשכיר מהם את הראוטר..
0,למרות שאני חושב שראוטר לכל קומה יתן יותר קליטה.
0,חכה לעוד תשובות והמלצות יותר ספציפיות על דגמים אם אתה הולך על מאש כי לא חזק בנושא ולא יצא לי לנסות.
0,וקנית מודם בנוסף כדי לחבר אליו את הראוטר?
0,יש לך כמה אופציות שוב הכל תלוי מה הצרכים
0,משהו שכן שכחתי לציין אתמול זה ברגע שאתה מביא ציוד פרטי אז פרטנר (וכל חברה אחרת) תתנער מלספק תמיכה עליו (ודי בצדק אם תחשוב על זה רגע)
0,"בנוגע למה שנאמר עם הטלפון אני אמנם לא מכיר את הורים שלך אבל אני יודע שיש אנשים מבוגרים שעדיין משתמשים בטלפון קווי. אם זו בעיה עדיף שתשאיר אותם מחוברים לציוד של הספקית על אף הדמי השכרה. יש דרכים לקבל קו טלפון ביתי זול משמעותית אבל זה ידרוש קופסא קטנה נוספת והתעסקות מול חברה שתיתן את השירות הזול הזה. כמו במקרה האינטרנט, תמיכה של הספקית לא תוצע אם תהיה תקלה"
